fork_owner,fork_url,owner_type,created_at,pushed_at,size,stars,forks_of_fork,open_issues,has_homepage,is_archived
Supadoopa,https://github.com/Supadoopa/claude-code-templates,User,2025-10-19T13:39:29Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
nt142857,https://github.com/nt142857/claude-code-templates,User,2025-10-19T10:13:47Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
ecarx-ai-adm,https://github.com/ecarx-ai-adm/claude-code-templates,User,2025-10-19T09:52:56Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
max-solo23,https://github.com/max-solo23/claude-code-templates,User,2025-10-19T09:51:10Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
M4xP4s,https://github.com/M4xP4s/claude-code-templates,User,2025-10-19T09:03:54Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
Commster-AI,https://github.com/Commster-AI/claude-code-templates,User,2025-10-19T07:27:50Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
tehkimguan,https://github.com/tehkimguan/claude-code-templates,User,2025-10-19T04:38:23Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
irokomause04-png,https://github.com/irokomause04-png/claude-code-templates,User,2025-10-19T00:28:08Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
mayeu20,https://github.com/mayeu20/claude-code-templates,User,2025-10-18T17:17:57Z,2025-10-18T17:24:09Z,12936,0,0,0,True,False
x-isd,https://github.com/x-isd/claude-code-templates,User,2025-10-18T10:38:16Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
leo-songye-li,https://github.com/leo-songye-li/claude-code-templates,User,2025-10-18T09:05:57Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
themaverik,https://github.com/themaverik/claude-code-templates,User,2025-10-18T05:19:01Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
CloverWS,https://github.com/CloverWS/claude-code-templates,User,2025-10-18T04:34:38Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
victorvinh04,https://github.com/victorvinh04/claude-code-templates,User,2025-10-18T04:27:53Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
demoxun,https://github.com/demoxun/claude-code-templates,User,2025-10-18T02:55:11Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
sdileep,https://github.com/sdileep/davila7-claude-code-templates,User,2025-10-18T02:04:42Z,2025-10-18T00:27:49Z,12017,0,0,0,True,False
Macrina,https://github.com/Macrina/claude-code-templates,User,2025-10-17T22:00:28Z,2025-10-17T21:46:26Z,11628,0,0,0,True,False
Daniel-DDV,https://github.com/Daniel-DDV/claude-code-templates,User,2025-10-17T21:20:48Z,2025-10-17T18:07:51Z,11628,0,0,0,True,False
zitro677,https://github.com/zitro677/claude-code-templates,User,2025-10-17T17:30:44Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
jurejaklic,https://github.com/jurejaklic/claude-code-templates,User,2025-10-17T13:09:49Z,2025-10-20T08:02:47Z,10981,0,0,0,True,False
2ushaar,https://github.com/2ushaar/claude-code-templates,User,2025-10-17T12:43:19Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
jack-yt,https://github.com/jack-yt/claude-code-templates,User,2025-10-17T08:30:19Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
akhil20187,https://github.com/akhil20187/claude-code-templates,User,2025-10-17T07:16:40Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
OldmanZai,https://github.com/OldmanZai/claude-code-templates,User,2025-10-17T06:51:54Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
Andy-Chen1,https://github.com/Andy-Chen1/claude-code-templates,User,2025-10-17T02:17:35Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
charles-lehman,https://github.com/charles-lehman/claude-code-templates,User,2025-10-17T00:08:09Z,2026-01-06T02:09:10Z,8361,0,0,1,True,False
devhima,https://github.com/devhima/claude-code-templates,User,2025-10-16T23:44:05Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
loqmanali,https://github.com/loqmanali/claude-code-templates,User,2025-10-16T22:37:51Z,2025-10-16T19:41:56Z,8200,0,0,0,True,False
therealshaunwin,https://github.com/therealshaunwin/claude-code-templates,User,2025-10-16T19:43:01Z,2025-10-16T19:41:56Z,7328,0,0,0,True,False
amraly83,https://github.com/amraly83/claude-code-templates,User,2025-10-16T19:10:27Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
cristian-gavril,https://github.com/cristian-gavril/claude-code-templates,User,2025-10-16T19:08:59Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
walidar,https://github.com/walidar/claude-code-templates,User,2025-10-16T18:54:52Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
lylali,https://github.com/lylali/claude-code-templates,User,2025-10-16T17:48:38Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
MOGUL1340,https://github.com/MOGUL1340/claude-code-templates,User,2025-10-16T16:54:14Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
wherk-coder,https://github.com/wherk-coder/claude-code-templates,User,2025-10-16T16:23:41Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
Yoshiryn,https://github.com/Yoshiryn/claude-code-templates,User,2025-10-16T15:25:12Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
cskwork,https://github.com/cskwork/claude-code-templates,User,2025-10-16T13:56:44Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
iWhyDuck,https://github.com/iWhyDuck/claude-code-templates,User,2025-10-16T12:30:25Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
ai-bitmonky,https://github.com/ai-bitmonky/claude-code-templates,User,2025-10-16T12:17:27Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
alensap,https://github.com/alensap/claude-code-templates,User,2025-10-16T09:27:03Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
forkgitss,https://github.com/forkgitss/davila7-claude-code-templates,Organization,2025-10-16T07:52:57Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
cdgalaxy,https://github.com/cdgalaxy/claude-code-templates,User,2025-10-16T07:44:24Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
xinyche,https://github.com/xinyche/claude-code-templates,User,2025-10-16T05:35:42Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
hongxy,https://github.com/hongxy/claude-code-templates,User,2025-10-16T03:51:04Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
SkogAI,https://github.com/SkogAI/claude-code-templates-1,Organization,2025-10-16T02:04:38Z,2025-10-15T19:05:26Z,7328,0,0,0,True,False
juanjes,https://github.com/juanjes/claude-code-templates,User,2025-10-15T17:04:48Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
frealexandro,https://github.com/frealexandro/claude-code-templates,User,2025-10-15T15:12:04Z,2025-11-05T02:33:07Z,6315,0,0,0,True,False
cdnsteve,https://github.com/cdnsteve/claude-code-templates,User,2025-10-15T14:17:21Z,2025-10-15T14:19:32Z,7058,0,0,0,True,False
arenaforme,https://github.com/arenaforme/claude-code-templates,User,2025-10-15T13:10:35Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
dlliubing,https://github.com/dlliubing/claude-code-templates,User,2025-10-15T12:06:57Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
hotmailjoe,https://github.com/hotmailjoe/claude-code-templates,User,2025-10-15T11:08:16Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
Bkevz,https://github.com/Bkevz/claude-code-templates,User,2025-10-15T07:07:52Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
baitian163,https://github.com/baitian163/claude-code-templates,User,2025-10-15T05:56:42Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
bluealien0x7bd,https://github.com/bluealien0x7bd/claude-code-templates,User,2025-10-15T04:01:52Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
lism,https://github.com/lism/claude-code-templates,User,2025-10-15T00:54:22Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
yifanxz,https://github.com/yifanxz/claude-code-templates,User,2025-10-15T00:40:23Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
heinechen7,https://github.com/heinechen7/claude-code-templates,User,2025-10-15T00:27:58Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
Virtual0ps,https://github.com/Virtual0ps/claude-code-templates,User,2025-10-14T20:18:13Z,2025-10-14T19:16:07Z,7031,0,0,0,True,False
ronfinn,https://github.com/ronfinn/claude-code-templates,User,2025-10-14T18:38:31Z,2025-10-14T17:35:11Z,7030,0,0,0,True,False
lalitkale,https://github.com/lalitkale/claude-code-templates,User,2025-10-14T17:38:27Z,2025-10-14T17:35:11Z,6892,0,0,0,True,False
LXGroot,https://github.com/LXGroot/claude-code-templates,User,2025-10-14T16:57:44Z,2025-11-01T16:19:23Z,13075,0,0,0,True,False
SkogAI,https://github.com/SkogAI/skog-claude,Organization,2025-10-14T16:28:30Z,2025-12-05T20:47:23Z,9165,0,0,0,True,False
stevenwang288,https://github.com/stevenwang288/claude-code-templates,User,2025-10-14T15:36:48Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
sowelswl,https://github.com/sowelswl/claude-code-templates,User,2025-10-14T14:20:21Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
esukanovic,https://github.com/esukanovic/claude-code-templates,User,2025-10-14T11:05:29Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
xde-mcp,https://github.com/xde-mcp/claude-code-templates,Organization,2025-10-14T09:54:03Z,2026-01-15T10:54:02Z,44560,0,0,0,True,False
albin-zhu,https://github.com/albin-zhu/claude-code-templates,User,2025-10-14T09:08:30Z,2025-10-15T02:46:41Z,7022,0,0,0,True,False
Seb2869,https://github.com/Seb2869/claude-code-templates,User,2025-10-14T04:50:58Z,2025-10-13T23:51:55Z,6892,2,0,0,True,False
Lotharok,https://github.com/Lotharok/claude-code-templates,User,2025-10-14T03:39:07Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
15394730733,https://github.com/15394730733/claude-code-templates,User,2025-10-14T02:50:26Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
Higangssh,https://github.com/Higangssh/claude-code-templates,User,2025-10-14T02:42:49Z,2025-10-24T15:51:27Z,13029,0,0,0,True,False
ailun668,https://github.com/ailun668/claude-code-templates,User,2025-10-14T01:51:00Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
claude-code-plugin-marketplaces,https://github.com/claude-code-plugin-marketplaces/claude-code-templates,Organization,2025-10-14T01:11:11Z,2025-10-13T23:51:55Z,6892,0,0,0,True,False
blkluv,https://github.com/blkluv/claude-code-templates,User,2025-10-14T00:09:48Z,2025-10-13T23:51:55Z,6890,0,0,0,True,False
radfares,https://github.com/radfares/claude-code-templates,User,2025-10-13T19:33:52Z,2025-10-13T19:10:27Z,6199,0,0,0,True,False
viniciuscsouza,https://github.com/viniciuscsouza/claude-code-templates,User,2025-10-13T17:44:37Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
startagain2016,https://github.com/startagain2016/claude-code-templates,User,2025-10-13T14:39:25Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
fran2711,https://github.com/fran2711/claude-code-templates,User,2025-10-13T14:18:34Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
AntonioDEM,https://github.com/AntonioDEM/claude-code-templates,User,2025-10-13T14:15:15Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
ab4dev,https://github.com/ab4dev/claude-code-templates,User,2025-10-13T13:44:34Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
ailabteam,https://github.com/ailabteam/claude-code-templates,User,2025-10-13T10:34:18Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
rom-002,https://github.com/rom-002/claude-code-templates,User,2025-10-13T10:29:19Z,2025-10-13T10:29:54Z,6202,0,0,0,True,False
bolddream-cmd,https://github.com/bolddream-cmd/claude-code-templates,User,2025-10-13T07:11:47Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
wangsir9527,https://github.com/wangsir9527/claude-code-templates,User,2025-10-13T07:02:42Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
0xysh,https://github.com/0xysh/claude-code-templates,User,2025-10-13T06:51:20Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
keyman9848,https://github.com/keyman9848/claude-code-templates,User,2025-10-13T05:48:52Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
PAVADI234,https://github.com/PAVADI234/claude-code-templates,User,2025-10-13T03:37:41Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
Wheeeeeeeeels,https://github.com/Wheeeeeeeeels/claude-code-templates,User,2025-10-13T02:44:15Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
leoomo,https://github.com/leoomo/claude-code-templates,User,2025-10-13T01:41:43Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
joeyang001,https://github.com/joeyang001/claude-code-templates,User,2025-10-12T20:49:24Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
ZEMLYANINYA,https://github.com/ZEMLYANINYA/claude-code-templates,User,2025-10-12T18:54:06Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
cecvic,https://github.com/cecvic/claude-code-templates,User,2025-10-12T16:41:24Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
lightforgemedia,https://github.com/lightforgemedia/claude-code-templates,User,2025-10-12T15:19:36Z,2025-10-12T13:42:10Z,6199,0,0,0,True,False
timothyba,https://github.com/timothyba/claude-code-templates,User,2025-10-12T14:23:20Z,2025-10-12T13:42:10Z,6197,0,0,0,True,False
vc-min,https://github.com/vc-min/claude-code-templates,User,2025-10-12T14:13:30Z,2025-10-12T13:42:10Z,6197,0,0,0,True,False
lfarizav,https://github.com/lfarizav/claude-code-templates,User,2025-10-12T13:37:51Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
Jezmos,https://github.com/Jezmos/claude-code-templates,User,2025-10-12T09:21:14Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
EverettFeilDev,https://github.com/EverettFeilDev/claude-code-templates,User,2025-10-12T00:25:32Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
weiplanet,https://github.com/weiplanet/claude-code-templates,User,2025-10-11T23:42:51Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
beengud,https://github.com/beengud/claude-code-templates,User,2025-10-11T20:56:15Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
danbryan,https://github.com/danbryan/claude-code-templates-cosmos,User,2025-10-11T19:47:48Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
black12-ag,https://github.com/black12-ag/claude-code-templates,User,2025-10-11T19:30:56Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
jzupnick,https://github.com/jzupnick/claude-code-templates,User,2025-10-11T18:51:38Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
kraple,https://github.com/kraple/claude-code-templates,User,2025-10-11T17:45:02Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
iyetkin65,https://github.com/iyetkin65/claude-code-templates,User,2025-10-11T14:49:16Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
yyetkin68,https://github.com/yyetkin68/claude-code-templates,User,2025-10-11T14:45:46Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
cs11b137,https://github.com/cs11b137/claude-code-templates,User,2025-10-11T13:17:16Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
seigneurcui,https://github.com/seigneurcui/claude-code-templates,User,2025-10-11T11:40:10Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
Viking-Sasquatch,https://github.com/Viking-Sasquatch/claude-code-templates,Organization,2025-10-11T10:47:59Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
alanfeng777,https://github.com/alanfeng777/claude-code-templates,User,2025-10-11T09:40:40Z,2025-10-10T19:44:57Z,6197,0,0,0,True,False
wenli,https://github.com/wenli/claude-code-templates,User,2025-10-11T00:04:01Z,2026-01-15T04:04:59Z,18978,0,0,0,True,False
miguelangelorocha,https://github.com/miguelangelorocha/davila7-claude-code-templates,User,2025-10-10T18:08:48Z,2025-10-10T18:02:36Z,6183,0,0,0,True,False
Utakata,https://github.com/Utakata/ClaudeCode-ContextEngineering,User,2025-10-10T17:33:26Z,2025-10-10T17:11:50Z,9106,0,0,0,True,False
younghai,https://github.com/younghai/claude-code-templates,User,2025-10-10T15:26:04Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
xiaw1024,https://github.com/xiaw1024/claude-code-templates,User,2025-10-10T13:51:40Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
lguzzon-scratchbook,https://github.com/lguzzon-scratchbook/claude-code-templates,Organization,2025-10-10T10:25:26Z,2025-10-19T14:29:05Z,10997,0,0,0,True,False
KingsleyKelly,https://github.com/KingsleyKelly/claude-code-templates,User,2025-10-10T09:41:32Z,2025-10-10T09:42:40Z,6153,0,0,0,True,False
willard-0100,https://github.com/willard-0100/claude-code-templates,User,2025-10-10T09:32:47Z,2025-10-18T23:45:04Z,11003,0,0,0,True,False
muthukumaranR,https://github.com/muthukumaranR/claude-code-templates,User,2025-10-10T08:45:59Z,2025-10-10T08:46:01Z,6160,0,0,0,True,False
le1981,https://github.com/le1981/claude-code-templates,User,2025-10-10T08:06:25Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
binggg,https://github.com/binggg/claude-code-templates,User,2025-10-10T07:14:57Z,2025-10-10T07:17:33Z,6161,1,0,0,True,False
lifangda,https://github.com/lifangda/claude-code-templates,User,2025-10-10T07:14:32Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
Aiwera,https://github.com/Aiwera/claude-code-templates,Organization,2025-10-10T06:34:29Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
niusnet,https://github.com/niusnet/claude-code-templates,User,2025-10-10T03:12:35Z,2025-10-10T03:17:10Z,9120,0,0,0,True,False
Annihilater,https://github.com/Annihilater/claude-code-templates,User,2025-10-10T02:45:58Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
zhuyeqing5828,https://github.com/zhuyeqing5828/claude-code-templates,User,2025-10-10T02:23:55Z,2025-10-10T02:27:19Z,9103,0,0,0,True,False
DAChughtai,https://github.com/DAChughtai/claude-code-templates,User,2025-10-10T01:32:56Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
n4s5ti,https://github.com/n4s5ti/claude-code-templates,User,2025-10-10T01:03:38Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
Sellmank,https://github.com/Sellmank/claude-code-templates,User,2025-10-10T00:52:15Z,2025-10-10T00:54:09Z,9103,0,0,0,True,False
GrimFandango42,https://github.com/GrimFandango42/claude-code-templates,User,2025-10-10T00:37:23Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
KeyLoggerDresioO,https://github.com/KeyLoggerDresioO/claude-code-templates,User,2025-10-09T21:42:31Z,2025-10-09T21:50:54Z,9100,0,0,0,True,False
TouristShaun,https://github.com/TouristShaun/claude-code-templates,User,2025-10-09T19:33:32Z,2025-10-09T17:07:21Z,9106,0,0,0,True,False
LambertoLemosDev,https://github.com/LambertoLemosDev/claude-code-templates,User,2025-10-09T06:34:43Z,2025-10-09T01:28:08Z,8384,0,0,0,True,False
JoseALemos,https://github.com/JoseALemos/claude-code-templates,User,2025-10-09T04:29:59Z,2025-10-09T01:28:08Z,8384,0,0,0,True,False
robertguss,https://github.com/robertguss/claude-code-templates,User,2025-10-08T23:38:33Z,2025-10-08T17:15:16Z,7707,0,0,0,True,False
zhuohuwu0603,https://github.com/zhuohuwu0603/claude-code-templates,User,2025-10-08T12:03:28Z,2025-10-07T21:25:13Z,7692,0,0,0,True,False
reedrich12,https://github.com/reedrich12/claude-code-templates,User,2025-10-07T17:11:25Z,2025-10-03T22:31:51Z,7670,2,0,0,True,False
vgp7758,https://github.com/vgp7758/claude-code-templates,User,2025-10-07T16:30:59Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
teamauresta,https://github.com/teamauresta/claude-code-templates,User,2025-10-07T05:19:50Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
zhuminghui123611,https://github.com/zhuminghui123611/claude-code-templates,User,2025-10-07T03:16:13Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
AlligatorT,https://github.com/AlligatorT/claude-code-templates,User,2025-10-06T20:49:27Z,2026-01-15T04:00:57Z,19018,0,0,0,True,False
RubenZagon,https://github.com/RubenZagon/claude-code-templates,User,2025-10-06T12:52:20Z,2025-10-03T22:31:51Z,7670,0,1,0,True,False
jbaznik,https://github.com/jbaznik/claude-code-templates,User,2025-10-05T14:40:52Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
ryu-qqq,https://github.com/ryu-qqq/claude-code-templates,User,2025-10-05T06:56:39Z,2025-10-06T00:47:18Z,7676,1,0,0,True,False
prodbartist,https://github.com/prodbartist/claude-code-templates,User,2025-10-04T04:22:34Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
Paddychief92,https://github.com/Paddychief92/claude-code-templates,User,2025-10-04T00:18:16Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
Hira1120,https://github.com/Hira1120/claude-code-templates,User,2025-10-03T23:35:38Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
dguardia,https://github.com/dguardia/claude-code-templates,User,2025-10-03T23:27:59Z,2025-10-03T22:31:51Z,7670,0,0,0,True,False
lgs,https://github.com/lgs/claude-code-templates,User,2025-10-03T14:06:47Z,2025-10-02T16:42:10Z,8057,0,0,0,True,False
MeadowNova,https://github.com/MeadowNova/claude-code-templates,User,2025-10-03T01:30:15Z,2025-10-02T16:42:10Z,8057,0,0,0,True,False
MarcoAurel,https://github.com/MarcoAurel/claude-code-templates,User,2025-10-03T00:23:44Z,2025-10-02T16:42:10Z,8057,0,0,0,True,False
hungpk,https://github.com/hungpk/claude-code-templates,User,2025-10-02T12:51:26Z,2025-10-02T12:28:45Z,8728,0,0,0,True,False
FanaticsKang,https://github.com/FanaticsKang/claude-code-templates,User,2025-10-02T10:07:20Z,2025-10-11T10:10:38Z,6189,0,0,0,True,False
litom914295,https://github.com/litom914295/claude-code-templates,User,2025-10-02T07:51:59Z,2025-10-02T00:03:59Z,8728,0,0,0,True,False
98StarJune,https://github.com/98StarJune/claude-code-templates,User,2025-10-02T07:20:12Z,2025-10-02T00:03:59Z,8728,0,0,0,True,False
ProximaMonkey,https://github.com/ProximaMonkey/claude-code-templates,User,2025-10-02T02:48:37Z,2025-10-02T00:03:59Z,8728,0,0,0,True,False
goushuai888,https://github.com/goushuai888/claude-code-templates,User,2025-10-02T00:37:44Z,2025-10-02T00:03:59Z,7949,0,0,0,True,False
dhorvathdh,https://github.com/dhorvathdh/claude-code-templates,User,2025-10-01T12:45:38Z,2025-10-13T12:15:03Z,5533,0,0,0,True,False
marius0x,https://github.com/marius0x/claude-code-templates,User,2025-10-01T12:42:56Z,2025-09-30T12:51:35Z,7257,0,0,0,True,False
ChaitanyaDhawan,https://github.com/ChaitanyaDhawan/claude-code-templates,User,2025-10-01T06:23:31Z,2025-10-01T06:23:50Z,7261,0,0,0,True,False
fanovoa,https://github.com/fanovoa/claude-code-templates,User,2025-10-01T02:57:51Z,2025-09-30T12:51:35Z,7257,0,0,0,True,False
paulhshort,https://github.com/paulhshort/claude-code-templates,User,2025-09-30T18:02:18Z,2025-09-30T12:51:35Z,7257,0,0,0,True,False
GianniCarvacho-Prsnl,https://github.com/GianniCarvacho-Prsnl/claude-code-templates,User,2025-09-29T15:46:35Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
lujun33333,https://github.com/lujun33333/claude-code-templates,User,2025-09-29T13:58:40Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
kendrick1988,https://github.com/kendrick1988/claude-code-templates,User,2025-09-29T12:00:17Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
teampivotai,https://github.com/teampivotai/claude-code-templates,User,2025-09-29T02:20:31Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
opensesamedoors,https://github.com/opensesamedoors/claude-code-templates,User,2025-09-29T00:03:51Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
cashlinkadmin,https://github.com/cashlinkadmin/claude-code-templates,User,2025-09-28T19:41:32Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
mrwalker511,https://github.com/mrwalker511/claude-code-templates,User,2025-09-28T19:37:27Z,2026-01-04T04:08:13Z,37179,0,0,0,True,False
Morothox,https://github.com/Morothox/claude-code-templates,User,2025-09-28T17:14:31Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
Darkmork,https://github.com/Darkmork/claude-code-templates,User,2025-09-28T14:58:14Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
yifocus,https://github.com/yifocus/claude-code-templates,User,2025-09-28T13:36:09Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
hawkproject,https://github.com/hawkproject/claude-code-templates,User,2025-09-28T07:28:01Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
marthos1,https://github.com/marthos1/claude-code-templates,User,2025-09-28T03:07:51Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
fengyunzaidushi,https://github.com/fengyunzaidushi/claude-code-templates,User,2025-09-27T23:42:54Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
guilhermexp,https://github.com/guilhermexp/claude-code-templates,User,2025-09-27T23:30:20Z,2025-09-27T17:22:46Z,9057,0,0,0,True,False
meetrajsinhJ,https://github.com/meetrajsinhJ/claude-code-templates,User,2025-09-27T10:06:22Z,2025-09-26T17:19:47Z,9061,0,0,0,True,False
KoLoRang,https://github.com/KoLoRang/claude-code-templates,User,2025-09-27T10:01:59Z,2025-09-26T17:19:47Z,9061,0,0,0,True,False
macanhhuy,https://github.com/macanhhuy/claude-code-templates,User,2025-09-26T01:21:25Z,2025-09-24T15:36:02Z,8404,0,0,0,True,False
Stevq87,https://github.com/Stevq87/claude-code-templates,User,2025-09-25T11:28:07Z,2025-09-24T15:36:02Z,8404,0,0,0,True,False
RemyLoveLogicAI,https://github.com/RemyLoveLogicAI/claude-code-templates,User,2025-09-24T22:27:19Z,2026-01-01T01:35:10Z,7344,1,0,8,True,False
theG1,https://github.com/theG1/claude-code-templates,User,2025-09-24T07:02:11Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
kiraxu2011,https://github.com/kiraxu2011/claude-code-templates,User,2025-09-24T06:52:23Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
freeme,https://github.com/freeme/claude-code-templates,User,2025-09-24T02:46:26Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
nizam754,https://github.com/nizam754/claude-code-templates,User,2025-09-23T05:43:29Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
KEINS25,https://github.com/KEINS25/claude-code-templates,User,2025-09-23T03:09:08Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
EronWright,https://github.com/EronWright/claude-code-templates,User,2025-09-22T20:56:45Z,2025-09-22T20:57:19Z,8396,0,0,0,True,False
FrancoRot,https://github.com/FrancoRot/claude-code-templates,User,2025-09-22T15:04:22Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
jcgonzaga,https://github.com/jcgonzaga/claude-code-templates,User,2025-09-22T08:13:26Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
doidoi00,https://github.com/doidoi00/gemini-cli-templates,User,2025-09-22T01:47:53Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
afiffattouh,https://github.com/afiffattouh/claude-code-templates,User,2025-09-21T18:53:15Z,2025-09-20T16:40:09Z,8395,0,0,0,True,False
david-t-martel,https://github.com/david-t-martel/claude-code-templates,User,2025-09-20T15:33:43Z,2025-09-19T23:36:45Z,7748,0,0,0,True,False
