fork_owner,fork_url,owner_type,created_at,pushed_at,size,stars,forks_of_fork,open_issues,has_homepage,is_archived
kp-fork,https://github.com/kp-fork/claude-code-templates,Organization,2025-12-11T05:47:10Z,2025-12-11T03:31:38Z,20677,0,0,0,True,False
mixergit,https://github.com/mixergit/claude-code-templates,User,2025-12-11T01:29:31Z,2025-12-10T03:31:09Z,20623,0,0,0,True,False
Zeeeepa,https://github.com/Zeeeepa/claude-code-templates,User,2025-12-10T23:41:37Z,2026-01-15T14:04:37Z,44849,1,0,0,True,False
Brucesquared2,https://github.com/Brucesquared2/claude-code-templates,User,2025-12-10T12:47:37Z,2025-12-10T03:31:09Z,20623,0,0,0,True,False
qnnnd,https://github.com/qnnnd/claude-code-templates,User,2025-12-10T08:49:40Z,2025-12-10T03:31:09Z,20623,0,0,0,True,False
markwu,https://github.com/markwu/claude-code-templates,User,2025-12-10T07:40:37Z,2025-12-10T03:31:09Z,20623,0,0,0,True,False
alexbalonperin,https://github.com/alexbalonperin/claude-code-templates,User,2025-12-10T04:44:06Z,2025-12-10T03:31:09Z,20623,0,0,0,True,False
daniel29350228,https://github.com/daniel29350228/claude-code-templates,User,2025-12-09T20:50:39Z,2025-12-09T03:29:19Z,22521,0,0,0,True,False
MarkShawn2020,https://github.com/MarkShawn2020/claude-code-templates,User,2025-12-09T19:46:47Z,2025-12-17T10:23:56Z,20690,0,0,0,True,False
saurabh2ranjan,https://github.com/saurabh2ranjan/claude-code-templates,User,2025-12-09T01:06:45Z,2025-12-08T03:31:45Z,21466,0,0,0,True,False
Jakub-Dz,https://github.com/Jakub-Dz/claude-code-templates,User,2025-12-08T16:22:48Z,2025-12-08T03:31:45Z,21466,0,0,0,True,False
bkocs7189,https://github.com/bkocs7189/claude-code-templates,User,2025-12-08T14:43:18Z,2025-12-23T13:36:16Z,25463,0,0,0,True,False
jolieojoli-sys,https://github.com/jolieojoli-sys/claude-code-templates,User,2025-12-08T13:47:04Z,2025-12-08T03:31:45Z,21466,0,0,0,True,False
nobbbbby,https://github.com/nobbbbby/claude-code-templates,User,2025-12-08T08:31:05Z,2025-12-08T03:31:45Z,21466,0,0,0,True,False
YoungjaeDev,https://github.com/YoungjaeDev/claude-code-templates,User,2025-12-08T06:36:18Z,2025-12-08T03:31:45Z,21466,0,0,0,True,False
MRrockin613,https://github.com/MRrockin613/claude-code-templates,User,2025-12-07T21:11:33Z,2025-12-07T03:31:45Z,21412,0,0,0,True,False
drewburchfield,https://github.com/drewburchfield/claude-code-templates,User,2025-12-07T18:37:46Z,2025-12-07T18:45:30Z,21422,0,0,0,True,False
Suara17,https://github.com/Suara17/claude-code-templates,User,2025-12-07T10:49:39Z,2025-12-07T03:31:45Z,21412,0,0,0,True,False
touchX,https://github.com/touchX/claude-code-templates,User,2025-12-06T14:41:20Z,2025-12-06T03:23:32Z,21526,0,0,0,True,False
addedjacky,https://github.com/addedjacky/claude-code-templates,User,2025-12-06T13:21:14Z,2025-12-06T03:23:32Z,21526,0,0,0,True,False
develmusa,https://github.com/develmusa/claude-code-templates,User,2025-12-06T12:44:15Z,2025-12-06T03:23:32Z,21526,0,0,0,True,False
FabriAgulles,https://github.com/FabriAgulles/claude-code-templates,User,2025-12-06T12:15:09Z,2025-12-06T03:23:32Z,21526,0,0,0,True,False
VAAN0524,https://github.com/VAAN0524/claude-code-templates,User,2025-12-06T10:59:06Z,2025-12-06T03:23:32Z,21526,0,0,0,True,False
mikeybizzzle,https://github.com/mikeybizzzle/claude-code-templates,User,2025-12-06T04:23:09Z,2025-12-06T03:23:32Z,20350,0,0,0,True,False
loukcha,https://github.com/loukcha/claude-code-templates,User,2025-12-05T12:57:49Z,2025-12-05T03:29:12Z,20010,0,0,0,True,False
lifangda56026,https://github.com/lifangda56026/claude-code-templates,User,2025-12-05T01:35:52Z,2025-12-04T03:29:30Z,19950,0,0,0,True,False
Scotopia1,https://github.com/Scotopia1/claude-code-templates,User,2025-12-05T00:34:18Z,2025-12-04T03:29:30Z,19950,0,0,0,True,False
eudaimoniatech,https://github.com/eudaimoniatech/claude-code-templates,User,2025-12-04T23:49:25Z,2025-12-04T03:29:30Z,19950,0,0,0,True,False
Dsy919,https://github.com/Dsy919/claude-code-templates,User,2025-12-04T10:40:12Z,2025-12-04T03:29:30Z,19950,0,0,0,True,False
a4435351,https://github.com/a4435351/claude-code-templates,User,2025-12-04T02:59:38Z,2025-12-03T04:04:45Z,18947,0,0,0,True,False
YG52052051,https://github.com/YG52052051/claude-code-templates,User,2025-12-04T02:13:22Z,2025-12-03T04:04:45Z,18947,0,0,0,True,False
roeiba,https://github.com/roeiba/claude-code-templates,User,2025-12-03T17:16:27Z,2025-12-03T04:04:45Z,18947,0,0,0,True,False
galnaaman,https://github.com/galnaaman/claude-code-templates,User,2025-12-03T10:43:31Z,2025-12-03T04:04:45Z,18947,0,0,0,True,False
tongshiyang,https://github.com/tongshiyang/claude-code-templates,User,2025-12-03T06:57:34Z,2025-12-03T04:04:45Z,18947,0,0,0,True,False
luyaoba,https://github.com/luyaoba/claude-code-templates,User,2025-12-03T03:39:29Z,2025-12-03T03:27:33Z,18893,0,0,0,True,False
acebytes,https://github.com/acebytes/claude-code-templates,User,2025-12-03T00:37:07Z,2025-12-02T23:21:18Z,18893,0,0,0,True,False
gurdasnijor,https://github.com/gurdasnijor/claude-code-templates,User,2025-12-02T22:18:32Z,2025-12-02T22:18:39Z,18282,0,0,0,True,False
laochendeai,https://github.com/laochendeai/claude-code-templates,User,2025-12-02T17:40:17Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
Claudate,https://github.com/Claudate/claude-code-templates,User,2025-12-02T14:42:07Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
valkalon,https://github.com/valkalon/daniel-avila-claude-code-templates,User,2025-12-02T11:45:19Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
PedroLages,https://github.com/PedroLages/claude-code-templates,User,2025-12-02T10:28:30Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
srini387,https://github.com/srini387/claude-code-templates,User,2025-12-02T10:25:22Z,2026-01-02T05:48:41Z,16392,0,0,8,True,False
Ninegd,https://github.com/Ninegd/claude-code-templates,User,2025-12-02T10:24:15Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
Snoopiam,https://github.com/Snoopiam/claude-code-templates,User,2025-12-02T08:41:26Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
lcheno-hunnu,https://github.com/lcheno-hunnu/claude-code-templates,User,2025-12-02T06:46:48Z,2025-12-02T03:28:21Z,19222,0,0,0,True,False
rxmao,https://github.com/rxmao/claude-code-templates,User,2025-12-02T03:41:42Z,2025-12-02T03:28:21Z,19169,0,0,0,True,False
eazlong,https://github.com/eazlong/claude-code-templates,User,2025-12-01T09:34:00Z,2025-12-01T03:32:06Z,19169,0,0,0,True,False
outer-snow,https://github.com/outer-snow/claude-code-templates,Organization,2025-12-01T08:38:11Z,2026-01-09T11:49:16Z,43629,0,0,0,True,False
srfergie,https://github.com/srfergie/claude-code-templates,User,2025-12-01T07:53:17Z,2025-12-01T03:32:06Z,19169,0,0,0,True,False
anbeime,https://github.com/anbeime/claude-code-templates,User,2025-12-01T03:59:22Z,2025-12-01T03:32:06Z,18169,0,0,0,True,False
onrus,https://github.com/onrus/claude-code-templates,User,2025-12-01T02:43:46Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
Samgith2025,https://github.com/Samgith2025/claude-code-templates,User,2025-12-01T01:49:30Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
chris77889,https://github.com/chris77889/claude-code-templates,User,2025-12-01T01:39:48Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
icyyaww,https://github.com/icyyaww/claude-code-templates,User,2025-12-01T01:16:36Z,2025-12-04T05:57:23Z,19950,0,0,0,True,False
HoangAViet,https://github.com/HoangAViet/claude-code-templates,User,2025-11-30T22:37:25Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
Oggie110,https://github.com/Oggie110/claude-code-templates,User,2025-11-30T21:19:15Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
mtcto,https://github.com/mtcto/claude-code-templates,User,2025-11-30T18:09:33Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
binarybloom1,https://github.com/binarybloom1/claude-code-templates,User,2025-11-30T16:00:12Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
malston,https://github.com/malston/claude-code-templates,User,2025-11-30T13:04:37Z,2026-01-08T13:09:17Z,33252,0,0,0,True,False
edanogrady,https://github.com/edanogrady/claude-code-templates,User,2025-11-30T09:44:02Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
Johnwang1968,https://github.com/Johnwang1968/claude-code-templates,User,2025-11-30T09:03:25Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
jackwei1987,https://github.com/jackwei1987/claude-code-templates,User,2025-11-30T07:57:25Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
davidwei07chat,https://github.com/davidwei07chat/claude-code-templates,User,2025-11-30T05:49:55Z,2025-11-30T03:31:00Z,18169,0,0,0,True,False
jainabhishek,https://github.com/jainabhishek/claude-code-templates,User,2025-11-30T03:57:00Z,2025-11-30T03:31:00Z,18115,0,0,0,True,False
xiaoyubing999,https://github.com/xiaoyubing999/claude-code-templates,User,2025-11-30T03:30:09Z,2025-11-29T17:33:38Z,18115,0,0,0,True,False
rxexdxaxcxtxexd,https://github.com/rxexdxaxcxtxexd/claude-code-templates,User,2025-11-29T23:32:39Z,2025-11-29T17:33:38Z,18115,1,0,0,True,False
neoxu999,https://github.com/neoxu999/claude-code-templates,User,2025-11-29T23:21:16Z,2025-11-29T17:33:38Z,18115,0,0,0,True,False
thorstone137,https://github.com/thorstone137/claude-code-templates,User,2025-11-29T18:08:05Z,2025-11-29T17:33:38Z,13336,0,0,0,True,False
zhangxl-2025,https://github.com/zhangxl-2025/claude-code-templates,User,2025-11-29T06:05:38Z,2025-11-29T03:23:32Z,13336,1,0,0,True,False
xtrader1020,https://github.com/xtrader1020/claude-code-templates,User,2025-11-29T02:21:30Z,2025-11-28T03:22:59Z,13283,1,0,0,True,False
QuinnH496,https://github.com/QuinnH496/claude-code-templates,User,2025-11-29T02:07:48Z,2025-11-28T03:22:59Z,13283,0,0,0,True,False
linusssssai,https://github.com/linusssssai/claude-code-templates,User,2025-11-28T03:16:37Z,2025-11-27T03:23:11Z,12284,0,0,0,True,False
ExactDoug,https://github.com/ExactDoug/claude-code-templates,User,2025-11-28T02:26:13Z,2025-11-27T03:23:11Z,12284,0,0,0,True,False
mgunnin,https://github.com/mgunnin/claude-code-templates,User,2025-11-27T19:15:38Z,2025-11-30T21:43:20Z,18003,0,0,0,True,False
robertgarcia,https://github.com/robertgarcia/claude-code-templates,User,2025-11-26T20:30:14Z,2026-01-15T15:49:12Z,4568,0,0,0,True,False
ihill7,https://github.com/ihill7/claude-code-templates,User,2025-11-26T16:12:13Z,2025-11-26T15:17:45Z,15150,0,0,0,True,False
cevian,https://github.com/cevian/claude-code-templates,User,2025-11-26T13:47:21Z,2025-11-26T13:55:46Z,15158,0,0,0,True,False
gamejialaw,https://github.com/gamejialaw/claude-code-templates,User,2025-11-26T12:50:58Z,2025-11-26T03:24:29Z,15150,0,0,0,True,False
Andersonlimahw,https://github.com/Andersonlimahw/claude-code-templates,User,2025-11-26T12:49:44Z,2025-11-26T03:24:29Z,15150,0,0,0,True,False
Foysal50x,https://github.com/Foysal50x/claude-code-templates,User,2025-11-26T10:51:38Z,2025-11-26T03:24:29Z,15150,0,0,0,True,False
cpxpc,https://github.com/cpxpc/claude-code-templates,User,2025-11-25T01:08:55Z,2025-11-25T04:33:28Z,14861,0,0,0,True,False
udaykabe,https://github.com/udaykabe/claude-code-templates,User,2025-11-24T23:17:27Z,2025-11-28T16:55:32Z,13283,0,0,0,True,False
dpss77,https://github.com/dpss77/claude-code-templates,User,2025-11-24T16:27:25Z,2025-11-24T03:30:10Z,14097,0,0,0,True,False
hesreallyhim,https://github.com/hesreallyhim/claude-code-templates,User,2025-11-24T12:17:53Z,2025-11-24T03:30:10Z,14097,2,0,0,True,False
zhuanght,https://github.com/zhuanght/claude-code-templates,User,2025-11-24T08:42:12Z,2025-11-24T03:30:10Z,14097,0,0,0,True,False
kv0906,https://github.com/kv0906/claude-code-templates,User,2025-11-24T07:51:23Z,2025-11-24T03:30:10Z,14097,0,0,0,True,False
tonyleecn,https://github.com/tonyleecn/claude-code-templates,User,2025-11-24T06:47:40Z,2025-11-24T03:30:10Z,14097,0,0,0,True,False
webtechnophilesdenn-bot,https://github.com/webtechnophilesdenn-bot/claude-code-templates,User,2025-11-24T05:42:43Z,2025-11-24T03:30:10Z,14097,0,0,0,True,False
weeeiSir,https://github.com/weeeiSir/claude-code-templates,User,2025-11-24T05:35:48Z,2025-11-24T03:30:10Z,14097,0,0,0,True,False
s16173760,https://github.com/s16173760/claude-code-templates,User,2025-11-24T00:44:29Z,2025-11-27T14:32:47Z,12284,0,0,0,True,False
chottodare,https://github.com/chottodare/claude-code-templates,User,2025-11-23T21:55:06Z,2025-11-23T03:31:43Z,15916,0,0,0,True,False
Kunatredwood,https://github.com/Kunatredwood/claude-code-templates,User,2025-11-23T15:57:37Z,2025-12-13T15:09:33Z,20467,0,0,0,True,False
superxabc,https://github.com/superxabc/claude-code-templates,User,2025-11-23T05:39:06Z,2025-11-23T03:31:43Z,15916,0,0,0,True,False
HankDevelop,https://github.com/HankDevelop/claude-code-templates,User,2025-11-23T05:32:10Z,2025-11-23T03:31:43Z,15916,0,0,0,True,False
christianschwerdtSI,https://github.com/christianschwerdtSI/claude-code-templates,User,2025-11-23T02:52:04Z,2025-11-23T02:26:10Z,14906,0,0,0,True,False
sechan9999,https://github.com/sechan9999/claude-code-templates,User,2025-11-22T17:48:07Z,2025-11-22T03:19:08Z,14906,0,0,0,True,False
RLuf,https://github.com/RLuf/copilot-cli-arsenal,User,2025-11-22T15:45:15Z,2025-11-25T15:19:44Z,13978,0,0,1,True,False
SaptaDey,https://github.com/SaptaDey/claude-code-templates,User,2025-11-22T05:53:12Z,2025-11-22T03:19:08Z,14906,0,0,0,True,False
ResourcefulAI,https://github.com/ResourcefulAI/claude-code-templates,User,2025-11-22T02:49:57Z,2025-12-03T06:38:54Z,18628,0,0,0,True,False
qedilberto,https://github.com/qedilberto/claude-code-templates,User,2025-11-21T20:10:47Z,2025-11-21T03:22:08Z,13914,0,0,0,True,False
zllword,https://github.com/zllword/claude-code-templates,User,2025-11-21T09:09:08Z,2025-11-21T03:22:08Z,13914,0,0,0,True,False
cccZone,https://github.com/cccZone/claude-code-templates,User,2025-11-21T08:56:25Z,2025-11-21T03:22:08Z,13914,0,0,0,True,False
kawais,https://github.com/kawais/claude-code-templates,User,2025-11-21T07:39:12Z,2025-11-21T03:22:08Z,13914,0,0,0,True,False
Lee-es,https://github.com/Lee-es/claude-code-templates,User,2025-11-21T03:03:05Z,2025-11-20T03:22:45Z,13861,0,0,0,True,False
smarkfire,https://github.com/smarkfire/claude-code-templates,User,2025-11-21T01:58:35Z,2025-11-20T03:22:45Z,13861,0,0,0,True,False
slievrly,https://github.com/slievrly/claude-code-templates,User,2025-11-20T15:46:58Z,2025-11-20T03:22:45Z,13861,0,0,0,True,False
brigidoq,https://github.com/brigidoq/claude-code-templates,User,2025-11-20T07:23:47Z,2025-11-20T03:22:45Z,13861,0,0,0,True,False
louieluo1,https://github.com/louieluo1/claude-code-templates,User,2025-11-20T04:47:17Z,2025-11-20T03:22:45Z,13861,0,0,0,True,False
alex-wong123,https://github.com/alex-wong123/claude-code-templates,User,2025-11-18T16:07:19Z,2025-11-18T03:23:46Z,14684,0,0,0,True,False
xpxas,https://github.com/xpxas/claude-code-templates,User,2025-11-18T08:57:19Z,2025-11-18T03:23:46Z,14684,1,0,0,True,False
Gabriel-Q,https://github.com/Gabriel-Q/claude-code-templates,User,2025-11-18T06:33:32Z,2025-11-18T03:23:46Z,14684,0,0,0,True,False
AlexBoudreaux,https://github.com/AlexBoudreaux/claude-code-templates,User,2025-11-18T03:01:36Z,2025-11-18T03:02:39Z,13704,0,0,0,True,False
siddeyg,https://github.com/siddeyg/claude-code-templates,User,2025-11-17T18:41:55Z,2025-11-17T18:53:01Z,13491,0,0,0,True,False
Kappasig920,https://github.com/Kappasig920/claude-code-templates,User,2025-11-17T11:50:45Z,2025-11-17T03:25:51Z,13693,0,0,0,True,False
yifuhua0725,https://github.com/yifuhua0725/claude-code-templates,User,2025-11-17T08:25:25Z,2025-11-17T03:25:51Z,13693,0,0,0,True,False
zdebou,https://github.com/zdebou/claude-code-templates,User,2025-11-16T22:07:05Z,2025-11-16T03:26:27Z,15509,0,0,0,True,False
JimStenstrom,https://github.com/JimStenstrom/claude-code-templates,User,2025-11-16T12:28:32Z,2025-11-16T03:26:27Z,15509,0,0,0,True,False
Starmadebydata,https://github.com/Starmadebydata/claude-code-templates,User,2025-11-16T03:00:06Z,2025-11-15T20:41:43Z,14518,0,0,0,True,False
zybk1003,https://github.com/zybk1003/claude-code-templates,User,2025-11-16T01:34:19Z,2025-11-15T20:41:43Z,14518,0,0,0,True,False
alex-macedo,https://github.com/alex-macedo/claude-code-templates,User,2025-11-15T21:53:14Z,2025-11-15T20:41:43Z,14518,0,0,0,True,False
jiangtao89,https://github.com/jiangtao89/claude-code-templates,User,2025-11-15T15:33:25Z,2025-11-15T15:30:25Z,14360,0,0,0,True,False
sonpt-afk,https://github.com/sonpt-afk/claude-code-templates,User,2025-11-15T12:39:24Z,2025-11-15T03:19:36Z,14317,0,0,0,True,False
Bobyyy70,https://github.com/Bobyyy70/claude-code-templates,User,2025-11-15T01:52:52Z,2025-12-27T10:17:39Z,26899,0,0,0,True,False
WhyMeta,https://github.com/WhyMeta/claude-code-templates,User,2025-11-14T15:21:00Z,2025-11-14T16:06:54Z,13247,0,0,0,True,False
magic-pro,https://github.com/magic-pro/claude-code-templates,User,2025-11-14T06:14:51Z,2025-11-14T03:23:25Z,13229,0,0,0,True,False
SummerSec,https://github.com/SummerSec/claude-code-templates,User,2025-11-14T05:34:57Z,2026-01-08T03:57:21Z,33067,0,1,0,True,False
Jackson-Devices,https://github.com/Jackson-Devices/claude-code-templates,User,2025-11-13T18:01:11Z,2025-11-13T03:24:00Z,15029,0,0,0,True,False
svorwerk-flextg,https://github.com/svorwerk-flextg/claude-code-templates,User,2025-11-13T14:50:12Z,2025-11-13T03:24:00Z,15029,0,0,0,True,False
blessandsoul,https://github.com/blessandsoul/aitmpl,User,2025-11-13T14:36:43Z,2025-11-13T03:24:00Z,15029,0,0,0,True,False
goldenhawksu,https://github.com/goldenhawksu/claude-code-templates,User,2025-11-13T11:19:10Z,2025-11-13T03:24:00Z,15029,0,0,0,True,False
SharkByte561,https://github.com/SharkByte561/claude-code-templates,User,2025-11-13T11:05:08Z,2025-11-13T03:24:00Z,15029,0,0,0,True,False
liamm211,https://github.com/liamm211/claude-code-templates,User,2025-11-13T07:18:59Z,2025-11-13T03:24:00Z,15029,0,0,0,True,False
gzbomerif-sketch,https://github.com/gzbomerif-sketch/claude-code-templates,User,2025-11-13T05:48:10Z,2025-11-15T23:47:11Z,14543,0,0,0,True,False
alexgreenbar,https://github.com/alexgreenbar/claude-code-templates,User,2025-11-13T02:57:06Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
dmvevents,https://github.com/dmvevents/claude-code-templates,User,2025-11-12T22:30:35Z,2025-11-12T22:30:50Z,14982,0,0,0,True,False
petersonsenadevs,https://github.com/petersonsenadevs/claude-code-templates,User,2025-11-12T22:21:51Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
sarachoque80,https://github.com/sarachoque80/claude-code-templates,User,2025-11-12T21:55:57Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
lvxuan149,https://github.com/lvxuan149/claude-code-templates,User,2025-11-12T18:07:21Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
ePanic,https://github.com/ePanic/claude-code-templates,User,2025-11-12T15:12:05Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
backup-by-fork,https://github.com/backup-by-fork/claude-code-templates,Organization,2025-11-12T13:44:25Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
filipeive,https://github.com/filipeive/claude-code-templates,User,2025-11-12T13:36:06Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
luisangelmaciel,https://github.com/luisangelmaciel/claude-code-templates,User,2025-11-12T11:14:17Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
qlxyqwe,https://github.com/qlxyqwe/claude-code-templates,User,2025-11-12T09:57:31Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
xingshuzhice,https://github.com/xingshuzhice/claude-code-templates,Organization,2025-11-12T08:35:39Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
AlexCoronat,https://github.com/AlexCoronat/claude-code-templates,User,2025-11-12T07:16:26Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
Lrifton92,https://github.com/Lrifton92/claude-code-templates,User,2025-11-12T05:58:03Z,2025-11-12T03:22:59Z,14975,3,0,0,True,False
shershams,https://github.com/shershams/claude-code-templates,User,2025-11-12T05:51:56Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
martindeleon94,https://github.com/martindeleon94/claude-code-templates,User,2025-11-12T05:43:28Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
honestlabs,https://github.com/honestlabs/claude-code-templates,Organization,2025-11-12T05:24:42Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
MMMobileM,https://github.com/MMMobileM/claude-code-templates,User,2025-11-12T04:33:36Z,2025-11-12T03:22:59Z,14975,0,0,0,True,False
Christian720420,https://github.com/Christian720420/claude-code-templates,User,2025-11-12T00:45:23Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
patichu0101,https://github.com/patichu0101/claude-code-templates,User,2025-11-11T22:45:32Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
terry1921,https://github.com/terry1921/claude-code-templates,User,2025-11-11T22:24:57Z,2025-11-19T22:08:32Z,14504,0,0,0,True,False
Daemon2390,https://github.com/Daemon2390/claude-code-templates,User,2025-11-11T20:21:39Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
ThePipis,https://github.com/ThePipis/claude-code-templates,User,2025-11-11T20:19:00Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
OffNormal,https://github.com/OffNormal/claude-code-templates,User,2025-11-11T20:18:50Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
brittneyboyd321-debug,https://github.com/brittneyboyd321-debug/claude-code-templates,User,2025-11-11T20:13:29Z,2025-12-21T20:12:30Z,14109,0,0,0,True,False
wangmqy,https://github.com/wangmqy/claude-code-templates,User,2025-11-11T16:46:38Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
pig3three,https://github.com/pig3three/claude-code-templates,User,2025-11-11T16:04:34Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
doldrums2025,https://github.com/doldrums2025/claude-code-templates,User,2025-11-11T15:25:52Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
raymondgarcia,https://github.com/raymondgarcia/claude-code-templates,User,2025-11-11T14:47:33Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
xiaojichao,https://github.com/xiaojichao/claude-code-templates,User,2025-11-11T14:06:52Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
AnhNguyenz,https://github.com/AnhNguyenz/claude-code-templates,User,2025-11-11T12:15:26Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
chae2chae,https://github.com/chae2chae/claude-code-templates,User,2025-11-11T08:41:50Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
dlebedeva-kai,https://github.com/dlebedeva-kai/claude-code-templates,User,2025-11-11T06:57:06Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
HQ1363,https://github.com/HQ1363/claude-code-templates,User,2025-11-11T05:55:50Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
mn-sakib,https://github.com/mn-sakib/claude-code-templates,User,2025-11-11T05:15:37Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
dongphuongman,https://github.com/dongphuongman/claude-code-templates,User,2025-11-11T04:42:33Z,2025-11-11T03:23:32Z,13993,0,0,0,True,False
JvLvs,https://github.com/JvLvs/claude-code-templates,User,2025-11-11T04:01:29Z,2025-11-11T03:23:32Z,13939,0,0,0,True,False
marvinzuniga19,https://github.com/marvinzuniga19/claude-code-templates,User,2025-11-11T00:13:03Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
Bangla84PL,https://github.com/Bangla84PL/claude-code-templates,User,2025-11-10T23:26:56Z,2025-11-25T12:51:50Z,14861,0,0,0,True,False
mabdelli,https://github.com/mabdelli/claude-code-templates,User,2025-11-10T22:53:15Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
samseclog,https://github.com/samseclog/claude-code-templates,User,2025-11-10T21:50:39Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
elpolini,https://github.com/elpolini/claude-code-templates,User,2025-11-10T21:39:40Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
alienxtrix,https://github.com/alienxtrix/claude-code-templates,User,2025-11-10T20:29:30Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
cirofarje,https://github.com/cirofarje/claude-code-templates,User,2025-11-10T20:16:24Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
MonkeyDZed,https://github.com/MonkeyDZed/claude-code-templates,User,2025-11-10T19:34:17Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
avarap,https://github.com/avarap/claude-code-templates,User,2025-11-10T17:14:20Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
cledersoncaruaru,https://github.com/cledersoncaruaru/claude-code-templates,User,2025-11-10T16:50:10Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
leoyamasaki,https://github.com/leoyamasaki/claude-code-templates,User,2025-11-10T15:09:57Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
HolgadoJairoDavid,https://github.com/HolgadoJairoDavid/claude-code-templates,User,2025-11-10T15:08:46Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
colbapnauj,https://github.com/colbapnauj/claude-code-templates,User,2025-11-10T14:15:07Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
Luisarg03,https://github.com/Luisarg03/claude-code-templates,User,2025-11-10T14:09:30Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
NandoKstroNet,https://github.com/NandoKstroNet/claude-code-templates,User,2025-11-10T14:00:20Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
orosandrei,https://github.com/orosandrei/claude-code-templates,User,2025-11-10T11:26:41Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
sunnysmol,https://github.com/sunnysmol/claude-code-templates,User,2025-11-10T07:19:39Z,2025-11-10T03:26:48Z,13939,0,0,0,True,False
Hengle,https://github.com/Hengle/claude-code-templates,User,2025-11-10T02:32:40Z,2025-11-09T17:20:27Z,12959,0,0,0,True,False
sysc0deXAI,https://github.com/sysc0deXAI/claude-code-templates,User,2025-11-10T02:21:22Z,2025-11-09T17:20:27Z,12959,0,0,0,True,False
Jaollo,https://github.com/Jaollo/claude-code-templates,User,2025-11-10T02:18:39Z,2025-11-09T17:20:27Z,12959,0,0,0,True,False
aigeekhub,https://github.com/aigeekhub/claude-code-templates,User,2025-11-09T22:22:01Z,2025-11-09T17:20:27Z,12959,0,0,0,True,False
likeahoss,https://github.com/likeahoss/claude-code-templates,User,2025-11-09T20:47:15Z,2025-11-09T17:20:27Z,12959,0,0,0,True,False
